Case,Alternative,Choice,Rail,Teton,Dirt,Gravel,Paved,Dist,Cost,gender,age_group,age,educ,res,emp,marr,house,house_inc,ID,Question,,Case_p,Alternative_p,Choice_p,Rail_p,Teton_p,Dirt_p,Gravel_p,Paved_p,Dist_p,Cost_p,ID_p,Question_p,,Case_s,Alternative_s,Choice_s,Rail_s,Teton_s,Dirt_s,Gravel_s,Paved_s,Dist_s,Cost_s,ID_s,Question_s
511,3,0,0,0,0,0,0,0,0,1,2,25,5,1,6,1,4,2,58,1,,511,3,0,0,0,0,0,0,0,0,58,1,,359,3,0,0,0,0,0,0,0,0,40,8
512,1,1,1,0,1,0,0,3.09,26,1,2,25,5,1,6,1,4,2,58,2,,512,1,1,1,0,1,0,0,3.09,26,58,2,,360,1,0,1,0,0,1,0,0.49,167,40,9
512,2,0,0,1,0,1,0,0.36,48,1,2,25,5,1,6,1,4,2,58,2,,512,2,0,0,1,0,1,0,0.36,48,58,2,,360,2,1,0,1,1,0,0,1.06,48,40,9
512,3,0,0,0,0,0,0,0,0,1,2,25,5,1,6,1,4,2,58,2,,512,3,0,0,0,0,0,0,0,0,58,2,,360,3,0,0,0,0,0,0,0,0,40,9
513,1,1,1,0,0,0,1,0.49,91,1,2,25,5,1,6,1,4,2,58,3,,513,1,1,1,0,0,0,1,0.49,91,58,3,,361,1,0,1,0,0,1,0,1.68,91,41,1
513,2,0,0,1,0,0,1,0.36,48,1,2,25,5,1,6,1,4,2,58,3,,513,2,0,0,1,0,0,1,0.36,48,58,3,,361,2,0,0,1,0,1,0,0.89,48,41,1
513,3,0,0,0,0,0,0,0,0,1,2,25,5,1,6,1,4,2,58,3,,513,3,0,0,0,0,0,0,0,0,58,3,,361,3,1,0,0,0,0,0,0,0,41,1
514,1,1,1,0,0,0,1,1.68,26,1,2,25,5,1,6,1,4,2,58,4,,514,1,1,1,0,0,0,1,1.68,26,58,4,,362,1,0,1,0,1,0,0,1.68,26,41,2
514,2,0,0,1,0,1,0,0.36,57,1,2,25,5,1,6,1,4,2,58,4,,514,2,0,0,1,0,1,0,0.36,57,58,4,,362,2,1,0,1,0,0,1,1.06,48,41,2
514,3,0,0,0,0,0,0,0,0,1,2,25,5,1,6,1,4,2,58,4,,514,3,0,0,0,0,0,0,0,0,58,4,,362,3,0,0,0,0,0,0,0,0,41,2
515,1,0,1,0,1,1,0,3.09,26,1,2,25,5,1,6,1,4,2,58,5,,515,1,0,1,0,1,1,0,3.09,26,58,5,,363,1,0,1,0,0,1,0,1.68,167,41,3
515,2,1,0,1,0,1,0,1.06,20,1,2,25,5,1,6,1,4,2,58,5,,515,2,1,0,1,0,1,0,1.06,20,58,5,,363,2,1,0,1,0,0,1,0.36,20,41,3
515,3,0,0,0,0,0,0,0,0,1,2,25,5,1,6,1,4,2,58,5,,515,3,0,0,0,0,0,0,0,0,58,5,,363,3,0,0,0,0,0,0,0,0,41,3
516,1,0,1,0,0,0,1,1.68,91,1,2,25,5,1,6,1,4,2,58,6,,516,1,0,1,0,0,0,1,1.68,91,58,6,,364,1,1,1,0,0,0,1,3.09,26,41,4
516,2,1,0,1,1,0,0,1.06,20,1,2,25,5,1,6,1,4,2,58,6,,516,2,1,0,1,1,0,0,1.06,20,58,6,,364,2,0,0,1,1,0,0,0.89,48,41,4
516,3,0,0,0,0,0,0,0,0,1,2,25,5,1,6,1,4,2,58,6,,516,3,0,0,0,0,0,0,0,0,58,6,,364,3,0,0,0,0,0,0,0,0,41,4
517,1,0,1,0,1,0,0,1.68,167,1,2,25,5,1,6,1,4,2,58,7,,517,1,0,1,0,1,0,0,1.68,167,58,7,,365,1,0,1,0,1,0,0,0.49,91,41,5
517,2,1,0,1,1,0,0,0.89,57,1,2,25,5,1,6,1,4,2,58,7,,517,2,1,0,1,1,0,0,0.89,57,58,7,,365,2,0,0,1,0,1,0,1.06,57,41,5
517,3,0,0,0,0,0,0,0,0,1,2,25,5,1,6,1,4,2,58,7,,517,3,0,0,0,0,0,0,0,0,58,7,,365,3,1,0,0,0,0,0,0,0,41,5
518,1,0,1,0,0,1,0,0.49,26,1,2,25,5,1,6,1,4,2,58,8,,518,1,0,1,0,0,1,0,0.49,26,58,8,,366,1,1,1,0,0,0,1,0.49,167,41,6
518,2,1,0,1,0,0,1,0.89,57,1,2,25,5,1,6,1,4,2,58,8,,518,2,1,0,1,0,0,1,0.89,57,58,8,,366,2,0,0,1,0,1,0,0.89,20,41,6
518,3,0,0,0,0,0,0,0,0,1,2,25,5,1,6,1,4,2,58,8,,518,3,0,0,0,0,0,0,0,0,58,8,,366,3,0,0,0,0,0,0,0,0,41,6
519,1,0,1,0,0,1,0,0.49,167,1,2,25,5,1,6,1,4,2,58,9,,519,1,0,1,0,0,1,0,0.49,167,58,9,,367,1,1,1,0,0,0,1,3.09,167,41,7
519,2,1,0,1,1,0,0,1.06,48,1,2,25,5,1,6,1,4,2,58,9,,519,2,1,0,1,1,0,0,1.06,48,58,9,,367,2,0,0,1,0,0,1,1.06,57,41,7
519,3,0,0,0,0,0,0,0,0,1,2,25,5,1,6,1,4,2,58,9,,519,3,0,0,0,0,0,0,0,0,58,9,,367,3,0,0,0,0,0,0,0,0,41,7
520,1,0,1,0,0,1,0,1.68,91,1,3,43,3,1,2,1,4,12,59,1,,520,1,0,1,0,0,1,0,1.68,91,59,1,,368,1,0,1,0,1,0,0,0.49,26,41,8
520,2,1,0,1,0,1,0,0.89,48,1,3,43,3,1,2,1,4,12,59,1,,520,2,1,0,1,0,1,0,0.89,48,59,1,,368,2,0,0,1,1,0,0,0.36,20,41,8
520,3,0,0,0,0,0,0,0,0,1,3,43,3,1,2,1,4,12,59,1,,520,3,0,0,0,0,0,0,0,0,59,1,,368,3,1,0,0,0,0,0,0,0,41,8
521,1,0,1,0,1,0,0,1.68,26,1,3,43,3,1,2,1,4,12,59,2,,521,1,0,1,0,1,0,0,1.68,26,59,2,,369,1,0,1,0,0,1,0,3.09,91,41,9
521,2,1,0,1,0,0,1,1.06,48,1,3,43,3,1,2,1,4,12,59,2,,521,2,1,0,1,0,0,1,1.06,48,59,2,,369,2,0,0,1,1,0,0,0.36,57,41,9
521,3,0,0,0,0,0,0,0,0,1,3,43,3,1,2,1,4,12,59,2,,521,3,0,0,0,0,0,0,0,0,59,2,,369,3,1,0,0,0,0,0,0,0,41,9
522,1,0,1,0,0,1,0,1.68,167,1,3,43,3,1,2,1,4,12,59,3,,522,1,0,1,0,0,1,0,1.68,167,59,3,,412,1,1,1,0,0,1,0,1.68,91,47,1
522,2,1,0,1,0,0,1,0.36,20,1,3,43,3,1,2,1,4,12,59,3,,522,2,1,0,1,0,0,1,0.36,20,59,3,,412,2,0,0,1,0,1,0,0.89,48,47,1
522,3,0,0,0,0,0,0,0,0,1,3,43,3,1,2,1,4,12,59,3,,522,3,0,0,0,0,0,0,0,0,59,3,,412,3,0,0,0,0,0,0,0,0,47,1
523,1,0,1,0,0,0,1,3.09,26,1,3,43,3,1,2,1,4,12,59,4,,523,1,0,1,0,0,0,1,3.09,26,59,4,,413,1,0,1,0,1,0,0,1.68,26,47,2
523,2,1,0,1,1,0,0,0.89,48,1,3,43,3,1,2,1,4,12,59,4,,523,2,1,0,1,1,0,0,0.89,48,59,4,,413,2,1,0,1,0,0,1,1.06,48,47,2
523,3,0,0,0,0,0,0,0,0,1,3,43,3,1,2,1,4,12,59,4,,523,3,0,0,0,0,0,0,0,0,59,4,,413,3,0,0,0,0,0,0,0,0,47,2
524,1,0,1,0,1,0,0,0.49,91,1,3,43,3,1,2,1,4,12,59,5,,524,1,0,1,0,1,0,0,0.49,91,59,5,,414,1,0,1,0,0,1,0,1.68,167,47,3
524,2,1,0,1,0,1,0,1.06,57,1,3,43,3,1,2,1,4,12,59,5,,524,2,1,0,1,0,1,0,1.06,57,59,5,,414,2,1,0,1,0,0,1,0.36,20,47,3
524,3,0,0,0,0,0,0,0,0,1,3,43,3,1,2,1,4,12,59,5,,524,3,0,0,0,0,0,0,0,0,59,5,,414,3,0,0,0,0,0,0,0,0,47,3
525,1,0,1,0,0,0,1,0.49,167,1,3,43,3,1,2,1,4,12,59,6,,525,1,0,1,0,0,0,1,0.49,167,59,6,,415,1,1,1,0,0,0,1,3.09,26,47,4
525,2,1,0,1,0,1,0,0.89,20,1,3,43,3,1,2,1,4,12,59,6,,525,2,1,0,1,0,1,0,0.89,20,59,6,,415,2,0,0,1,1,0,0,0.89,48,47,4
525,3,0,0,0,0,0,0,0,0,1,3,43,3,1,2,1,4,12,59,6,,525,3,0,0,0,0,0,0,0,0,59,6,,415,3,0,0,0,0,0,0,0,0,47,4
526,1,0,1,0,0,0,1,3.09,167,1,3,43,3,1,2,1,4,12,59,7,,526,1,0,1,0,0,0,1,3.09,167,59,7,,416,1,1,1,0,1,0,0,0.49,91,47,5
526,2,1,0,1,0,0,1,1.06,57,1,3,43,3,1,2,1,4,12,59,7,,526,2,1,0,1,0,0,1,1.06,57,59,7,,416,2,0,0,1,0,1,0,1.06,57,47,5
526,3,0,0,0,0,0,0,0,0,1,3,43,3,1,2,1,4,12,59,7,,526,3,0,0,0,0,0,0,0,0,59,7,,416,3,0,0,0,0,0,0,0,0,47,5
527,1,0,1,0,1,0,0,0.49,26,1,3,43,3,1,2,1,4,12,59,8,,527,1,0,1,0,1,0,0,0.49,26,59,8,,417,1,1,1,0,0,0,1,0.49,167,47,6
527,2,1,0,1,1,0,0,0.36,20,1,3,43,3,1,2,1,4,12,59,8,,527,2,1,0,1,1,0,0,0.36,20,59,8,,417,2,0,0,1,0,1,0,0.89,20,47,6
527,3,0,0,0,0,0,0,0,0,1,3,43,3,1,2,1,4,12,59,8,,527,3,0,0,0,0,0,0,0,0,59,8,,417,3,0,0,0,0,0,0,0,0,47,6
528,1,0,1,0,0,1,0,3.09,91,1,3,43,3,1,2,1,4,12,59,9,,528,1,0,1,0,0,1,0,3.09,91,59,9,,418,1,1,1,0,0,0,1,3.09,167,47,7
528,2,1,0,1,1,0,0,0.36,57,1,3,43,3,1,2,1,4,12,59,9,,528,2,1,0,1,1,0,0,0.36,57,59,9,,418,2,0,0,1,0,0,1,1.06,57,47,7
528,3,0,0,0,0,0,0,0,0,1,3,43,3,1,2,1,4,12,59,9,,528,3,0,0,0,0,0,0,0,0,59,9,,418,3,0,0,0,0,0,0,0,0,47,7
529,1,0,1,0,0,1,0,1.68,91,0,4,48,4,1,2,1,4,12,60,1,,529,1,0,1,0,0,1,0,1.68,91,60,1,,419,1,0,1,0,1,0,0,0.49,26,47,8
529,2,0,0,1,0,1,0,0.89,48,0,4,48,4,1,2,1,4,12,60,1,,529,2,0,0,1,0,1,0,0.89,48,60,1,,419,2,1,0,1,1,0,0,0.36,20,47,8
529,3,1,0,0,0,0,0,0,0,0,4,48,4,1,2,1,4,12,60,1,,529,3,1,0,0,0,0,0,0,0,60,1,,419,3,0,0,0,0,0,0,0,0,47,8
530,1,0,1,0,1,0,0,1.68,26,0,4,48,4,1,2,1,4,12,60,2,,530,1,0,1,0,1,0,0,1.68,26,60,2,,420,1,0,1,0,0,1,0,3.09,91,47,9
530,2,1,0,1,0,0,1,1.06,48,0,4,48,4,1,2,1,4,12,60,2,,530,2,1,0,1,0,0,1,1.06,48,60,2,,420,2,1,0,1,1,0,0,0.36,57,47,9
530,3,0,0,0,0,0,0,0,0,0,4,48,4,1,2,1,4,12,60,2,,530,3,0,0,0,0,0,0,0,0,60,2,,420,3,0,0,0,0,0,0,0,0,47,9
531,1,0,1,0,0,1,0,1.68,167,0,4,48,4,1,2,1,4,12,60,3,,531,1,0,1,0,0,1,0,1.68,167,60,3,,439,1,1,1,0,1,0,0,3.09,91,50,1
531,2,1,0,1,0,0,1,0.36,20,0,4,48,4,1,2,1,4,12,60,3,,531,2,1,0,1,0,0,1,0.36,20,60,3,,439,2,0,0,1,0,0,1,0.89,20,50,1
531,3,0,0,0,0,0,0,0,0,0,4,48,4,1,2,1,4,12,60,3,,531,3,0,0,0,0,0,0,0,0,60,3,,439,3,0,0,0,0,0,0,0,0,50,1
532,1,1,1,0,0,0,1,3.09,26,0,4,48,4,1,2,1,4,12,60,4,,532,1,1,1,0,0,0,1,3.09,26,60,4,,440,1,1,1,0,1,0,0,3.09,26,50,2
532,2,0,0,1,1,0,0,0.89,48,0,4,48,4,1,2,1,4,12,60,4,,532,2,0,0,1,1,0,0,0.89,48,60,4,,440,2,0,0,1,0,1,0,0.36,48,50,2
532,3,0,0,0,0,0,0,0,0,0,4,48,4,1,2,1,4,12,60,4,,532,3,0,0,0,0,0,0,0,0,60,4,,440,3,0,0,0,0,0,0,0,0,50,2
533,1,0,1,0,1,0,0,0.49,91,0,4,48,4,1,2,1,4,12,60,5,,533,1,0,1,0,1,0,0,0.49,91,60,5,,441,1,1,1,0,0,0,1,0.49,91,50,3
533,2,0,0,1,0,1,0,1.06,57,0,4,48,4,1,2,1,4,12,60,5,,533,2,0,0,1,0,1,0,1.06,57,60,5,,441,2,0,0,1,0,0,1,0.36,48,50,3
533,3,1,0,0,0,0,0,0,0,0,4,48,4,1,2,1,4,12,60,5,,533,3,1,0,0,0,0,0,0,0,60,5,,441,3,0,0,0,0,0,0,0,0,50,3
534,1,1,1,0,0,0,1,0.49,167,0,4,48,4,1,2,1,4,12,60,6,,534,1,1,1,0,0,0,1,0.49,167,60,6,,442,1,1,1,0,0,0,1,1.68,26,50,4
534,2,0,0,1,0,1,0,0.89,20,0,4,48,4,1,2,1,4,12,60,6,,534,2,0,0,1,0,1,0,0.89,20,60,6,,442,2,0,0,1,0,1,0,0.36,57,50,4
534,3,0,0,0,0,0,0,0,0,0,4,48,4,1,2,1,4,12,60,6,,534,3,0,0,0,0,0,0,0,0,60,6,,442,3,0,0,0,0,0,0,0,0,50,4
535,1,1,1,0,0,0,1,3.09,167,0,4,48,4,1,2,1,4,12,60,7,,535,1,1,1,0,0,0,1,3.09,167,60,7,,443,1,1,1,0,1,1,0,3.09,26,50,5
535,2,0,0,1,0,0,1,1.06,57,0,4,48,4,1,2,1,4,12,60,7,,535,2,0,0,1,0,0,1,1.06,57,60,7,,443,2,0,0,1,0,1,0,1.06,20,50,5
535,3,0,0,0,0,0,0,0,0,0,4,48,4,1,2,1,4,12,60,7,,535,3,0,0,0,0,0,0,0,0,60,7,,443,3,0,0,0,0,0,0,0,0,50,5
536,1,0,1,0,1,0,0,0.49,26,0,4,48,4,1,2,1,4,12,60,8,,536,1,0,1,0,1,0,0,0.49,26,60,8,,444,1,0,1,0,0,0,1,1.68,91,50,6
536,2,0,0,1,1,0,0,0.36,20,0,4,48,4,1,2,1,4,12,60,8,,536,2,0,0,1,1,0,0,0.36,20,60,8,,444,2,1,0,1,1,0,0,1.06,20,50,6
536,3,1,0,0,0,0,0,0,0,0,4,48,4,1,2,1,4,12,60,8,,536,3,1,0,0,0,0,0,0,0,60,8,,444,3,0,0,0,0,0,0,0,0,50,6
537,1,0,1,0,0,1,0,3.09,91,0,4,48,4,1,2,1,4,12,60,9,,537,1,0,1,0,0,1,0,3.09,91,60,9,,445,1,1,1,0,1,0,0,1.68,167,50,7
537,2,0,0,1,1,0,0,0.36,57,0,4,48,4,1,2,1,4,12,60,9,,537,2,0,0,1,1,0,0,0.36,57,60,9,,445,2,0,0,1,1,0,0,0.89,57,50,7
537,3,1,0,0,0,0,0,0,0,0,4,48,4,1,2,1,4,12,60,9,,537,3,1,0,0,0,0,0,0,0,60,9,,445,3,0,0,0,0,0,0,0,0,50,7
538,1,0,1,0,1,0,0,3.09,91,1,2,34,5,1,6,1,2,1,61,1,,538,1,0,1,0,1,0,0,3.09,91,61,1,,446,1,0,1,0,0,1,0,0.49,26,50,8
538,2,1,0,1,0,0,1,0.89,20,1,2,34,5,1,6,1,2,1,61,1,,538,2,1,0,1,0,0,1,0.89,20,61,1,,446,2,1,0,1,0,0,1,0.89,57,50,8
538,3,0,0,0,0,0,0,0,0,1,2,34,5,1,6,1,2,1,61,1,,538,3,0,0,0,0,0,0,0,0,61,1,,446,3,0,0,0,0,0,0,0,0,50,8
539,1,1,1,0,1,0,0,3.09,26,1,2,34,5,1,6,1,2,1,61,2,,539,1,1,1,0,1,0,0,3.09,26,61,2,,447,1,0,1,0,0,1,0,0.49,167,50,9
539,2,0,0,1,0,1,0,0.36,48,1,2,34,5,1,6,1,2,1,61,2,,539,2,0,0,1,0,1,0,0.36,48,61,2,,447,2,1,0,1,1,0,0,1.06,48,50,9
539,3,0,0,0,0,0,0,0,0,1,2,34,5,1,6,1,2,1,61,2,,539,3,0,0,0,0,0,0,0,0,61,2,,447,3,0,0,0,0,0,0,0,0,50,9
540,1,1,1,0,0,0,1,0.49,91,1,2,34,5,1,6,1,2,1,61,3,,540,1,1,1,0,0,0,1,0.49,91,61,3,,448,1,0,1,0,0,1,0,1.68,91,51,1
540,2,0,0,1,0,0,1,0.36,48,1,2,34,5,1,6,1,2,1,61,3,,540,2,0,0,1,0,0,1,0.36,48,61,3,,448,2,1,0,1,0,1,0,0.89,48,51,1
540,3,0,0,0,0,0,0,0,0,1,2,34,5,1,6,1,2,1,61,3,,540,3,0,0,0,0,0,0,0,0,61,3,,448,3,0,0,0,0,0,0,0,0,51,1
541,1,1,1,0,0,0,1,1.68,26,1,2,34,5,1,6,1,2,1,61,4,,541,1,1,1,0,0,0,1,1.68,26,61,4,,449,1,0,1,0,1,0,0,1.68,26,51,2
541,2,0,0,1,0,1,0,0.36,57,1,2,34,5,1,6,1,2,1,61,4,,541,2,0,0,1,0,1,0,0.36,57,61,4,,449,2,1,0,1,0,0,1,1.06,48,51,2
541,3,0,0,0,0,0,0,0,0,1,2,34,5,1,6,1,2,1,61,4,,541,3,0,0,0,0,0,0,0,0,61,4,,449,3,0,0,0,0,0,0,0,0,51,2
542,1,0,1,0,1,1,0,3.09,26,1,2,34,5,1,6,1,2,1,61,5,,542,1,0,1,0,1,1,0,3.09,26,61,5,,450,1,0,1,0,0,1,0,1.68,167,51,3
542,2,1,0,1,0,1,0,1.06,20,1,2,34,5,1,6,1,2,1,61,5,,542,2,1,0,1,0,1,0,1.06,20,61,5,,450,2,1,0,1,0,0,1,0.36,20,51,3
542,3,0,0,0,0,0,0,0,0,1,2,34,5,1,6,1,2,1,61,5,,542,3,0,0,0,0,0,0,0,0,61,5,,450,3,0,0,0,0,0,0,0,0,51,3
543,1,1,1,0,0,0,1,1.68,91,1,2,34,5,1,6,1,2,1,61,6,,543,1,1,1,0,0,0,1,1.68,91,61,6,,451,1,0,1,0,0,0,1,3.09,26,51,4
543,2,0,0,1,1,0,0,1.06,20,1,2,34,5,1,6,1,2,1,61,6,,543,2,0,0,1,1,0,0,1.06,20,61,6,,451,2,1,0,1,1,0,0,0.89,48,51,4
543,3,0,0,0,0,0,0,0,0,1,2,34,5,1,6,1,2,1,61,6,,543,3,0,0,0,0,0,0,0,0,61,6,,451,3,0,0,0,0,0,0,0,0,51,4
544,1,1,1,0,1,0,0,1.68,167,1,2,34,5,1,6,1,2,1,61,7,,544,1,1,1,0,1,0,0,1.68,167,61,7,,452,1,0,1,0,1,0,0,0.49,91,51,5
544,2,0,0,1,1,0,0,0.89,57,1,2,34,5,1,6,1,2,1,61,7,,544,2,0,0,1,1,0,0,0.89,57,61,7,,452,2,1,0,1,0,1,0,1.06,57,51,5
544,3,0,0,0,0,0,0,0,0,1,2,34,5,1,6,1,2,1,61,7,,544,3,0,0,0,0,0,0,0,0,61,7,,452,3,0,0,0,0,0,0,0,0,51,5
545,1,0,1,0,0,1,0,0.49,26,1,2,34,5,1,6,1,2,1,61,8,,545,1,0,1,0,0,1,0,0.49,26,61,8,,453,1,0,1,0,0,0,1,0.49,167,51,6
545,2,1,0,1,0,0,1,0.89,57,1,2,34,5,1,6,1,2,1,61,8,,545,2,1,0,1,0,0,1,0.89,57,61,8,,453,2,1,0,1,0,1,0,0.89,20,51,6
545,3,0,0,0,0,0,0,0,0,1,2,34,5,1,6,1,2,1,61,8,,545,3,0,0,0,0,0,0,0,0,61,8,,453,3,0,0,0,0,0,0,0,0,51,6
546,1,1,1,0,0,1,0,0.49,167,1,2,34,5,1,6,1,2,1,61,9,,546,1,1,1,0,0,1,0,0.49,167,61,9,,454,1,0,1,0,0,0,1,3.09,167,51,7
546,2,0,0,1,1,0,0,1.06,48,1,2,34,5,1,6,1,2,1,61,9,,546,2,0,0,1,1,0,0,1.06,48,61,9,,454,2,1,0,1,0,0,1,1.06,57,51,7
546,3,0,0,0,0,0,0,0,0,1,2,34,5,1,6,1,2,1,61,9,,546,3,0,0,0,0,0,0,0,0,61,9,,454,3,0,0,0,0,0,0,0,0,51,7
547,1,1,1,0,0,1,0,1.68,91,0,5,63,5,1,6,1,2,7,62,1,,547,1,1,1,0,0,1,0,1.68,91,62,1,,455,1,1,1,0,1,0,0,0.49,26,51,8
547,2,0,0,1,0,1,0,0.89,48,0,5,63,5,1,6,1,2,7,62,1,,547,2,0,0,1,0,1,0,0.89,48,62,1,,455,2,0,0,1,1,0,0,0.36,20,51,8
547,3,0,0,0,0,0,0,0,0,0,5,63,5,1,6,1,2,7,62,1,,547,3,0,0,0,0,0,0,0,0,62,1,,455,3,0,0,0,0,0,0,0,0,51,8
548,1,1,1,0,1,0,0,1.68,26,0,5,63,5,1,6,1,2,7,62,2,,548,1,1,1,0,1,0,0,1.68,26,62,2,,456,1,0,1,0,0,1,0,3.09,91,51,9
548,2,0,0,1,0,0,1,1.06,48,0,5,63,5,1,6,1,2,7,62,2,,548,2,0,0,1,0,0,1,1.06,48,62,2,,456,2,1,0,1,1,0,0,0.36,57,51,9
548,3,0,0,0,0,0,0,0,0,0,5,63,5,1,6,1,2,7,62,2,,548,3,0,0,0,0,0,0,0,0,62,2,,456,3,0,0,0,0,0,0,0,0,51,9
549,1,1,1,0,0,1,0,1.68,167,0,5,63,5,1,6,1,2,7,62,3,,549,1,1,1,0,0,1,0,1.68,167,62,3,,466,1,0,1,0,0,1,0,1.68,91,53,1
549,2,0,0,1,0,0,1,0.36,20,0,5,63,5,1,6,1,2,7,62,3,,549,2,0,0,1,0,0,1,0.36,20,62,3,,466,2,1,0,1,0,1,0,0.89,48,53,1
549,3,0,0,0,0,0,0,0,0,0,5,63,5,1,6,1,2,7,62,3,,549,3,0,0,0,0,0,0,0,0,62,3,,466,3,0,0,0,0,0,0,0,0,53,1
550,1,1,1,0,0,0,1,3.09,26,0,5,63,5,1,6,1,2,7,62,4,,550,1,1,1,0,0,0,1,3.09,26,62,4,,467,1,1,1,0,1,0,0,1.68,26,53,2
550,2,0,0,1,1,0,0,0.89,48,0,5,63,5,1,6,1,2,7,62,4,,550,2,0,0,1,1,0,0,0.89,48,62,4,,467,2,0,0,1,0,0,1,1.06,48,53,2
550,3,0,0,0,0,0,0,0,0,0,5,63,5,1,6,1,2,7,62,4,,550,3,0,0,0,0,0,0,0,0,62,4,,467,3,0,0,0,0,0,0,0,0,53,2
551,1,0,1,0,1,0,0,0.49,91,0,5,63,5,1,6,1,2,7,62,5,,551,1,0,1,0,1,0,0,0.49,91,62,5,,468,1,0,1,0,0,1,0,1.68,167,53,3
551,2,1,0,1,0,1,0,1.06,57,0,5,63,5,1,6,1,2,7,62,5,,551,2,1,0,1,0,1,0,1.06,57,62,5,,468,2,0,0,1,0,0,1,0.36,20,53,3
551,3,0,0,0,0,0,0,0,0,0,5,63,5,1,6,1,2,7,62,5,,551,3,0,0,0,0,0,0,0,0,62,5,,468,3,1,0,0,0,0,0,0,0,53,3
552,1,0,1,0,0,0,1,0.49,167,0,5,63,5,1,6,1,2,7,62,6,,552,1,0,1,0,0,0,1,0.49,167,62,6,,469,1,1,1,0,0,0,1,3.09,26,53,4
552,2,1,0,1,0,1,0,0.89,20,0,5,63,5,1,6,1,2,7,62,6,,552,2,1,0,1,0,1,0,0.89,20,62,6,,469,2,0,0,1,1,0,0,0.89,48,53,4
552,3,0,0,0,0,0,0,0,0,0,5,63,5,1,6,1,2,7,62,6,,552,3,0,0,0,0,0,0,0,0,62,6,,469,3,0,0,0,0,0,0,0,0,53,4
553,1,1,1,0,0,0,1,3.09,167,0,5,63,5,1,6,1,2,7,62,7,,553,1,1,1,0,0,0,1,3.09,167,62,7,,470,1,0,1,0,1,0,0,0.49,91,53,5
553,2,0,0,1,0,0,1,1.06,57,0,5,63,5,1,6,1,2,7,62,7,,553,2,0,0,1,0,0,1,1.06,57,62,7,,470,2,1,0,1,0,1,0,1.06,57,53,5
553,3,0,0,0,0,0,0,0,0,0,5,63,5,1,6,1,2,7,62,7,,553,3,0,0,0,0,0,0,0,0,62,7,,470,3,0,0,0,0,0,0,0,0,53,5
554,1,1,1,0,1,0,0,0.49,26,0,5,63,5,1,6,1,2,7,62,8,,554,1,1,1,0,1,0,0,0.49,26,62,8,,471,1,1,1,0,0,0,1,0.49,167,53,6
554,2,0,0,1,1,0,0,0.36,20,0,5,63,5,1,6,1,2,7,62,8,,554,2,0,0,1,1,0,0,0.36,20,62,8,,471,2,0,0,1,0,1,0,0.89,20,53,6
554,3,0,0,0,0,0,0,0,0,0,5,63,5,1,6,1,2,7,62,8,,554,3,0,0,0,0,0,0,0,0,62,8,,471,3,0,0,0,0,0,0,0,0,53,6
555,1,1,1,0,0,1,0,3.09,91,0,5,63,5,1,6,1,2,7,62,9,,555,1,1,1,0,0,1,0,3.09,91,62,9,,472,1,0,1,0,0,0,1,3.09,167,53,7
555,2,0,0,1,1,0,0,0.36,57,0,5,63,5,1,6,1,2,7,62,9,,555,2,0,0,1,1,0,0,0.36,57,62,9,,472,2,1,0,1,0,0,1,1.06,57,53,7
555,3,0,0,0,0,0,0,0,0,0,5,63,5,1,6,1,2,7,62,9,,555,3,0,0,0,0,0,0,0,0,62,9,,472,3,0,0,0,0,0,0,0,0,53,7
1,1,1,1,0,1,0,0,3.09,91,1,2,26,4,2,6,2,1,5,1,1,,,,,,,,,,,,,,,473,1,0,1,0,1,0,0,0.49,26,53,8
1,2,0,0,1,0,0,1,0.89,20,1,2,26,4,2,6,2,1,5,1,1,,,,,,,,,,,,,,,473,2,1,0,1,1,0,0,0.36,20,53,8
1,3,0,0,0,0,0,0,0,0,1,2,26,4,2,6,2,1,5,1,1,,,,,,,,,,,,,,,473,3,0,0,0,0,0,0,0,0,53,8
2,1,1,1,0,1,0,0,3.09,26,1,2,26,4,2,6,2,1,5,1,2,,,,,,,,,,,,,,,474,1,1,1,0,0,1,0,3.09,91,53,9
2,2,0,0,1,0,1,0,0.36,48,1,2,26,4,2,6,2,1,5,1,2,,,,,,,,,,,,,,,474,2,0,0,1,1,0,0,0.36,57,53,9
2,3,0,0,0,0,0,0,0,0,1,2,26,4,2,6,2,1,5,1,2,,,,,,,,,,,,,,,474,3,0,0,0,0,0,0,0,0,53,9
3,1,0,1,0,0,0,1,0.49,91,1,2,26,4,2,6,2,1,5,1,3,,,,,,,,,,,,,,,475,1,0,1,0,1,0,0,3.09,91,54,1
3,2,1,0,1,0,0,1,0.36,48,1,2,26,4,2,6,2,1,5,1,3,,,,,,,,,,,,,,,475,2,1,0,1,0,0,1,0.89,20,54,1
3,3,0,0,0,0,0,0,0,0,1,2,26,4,2,6,2,1,5,1,3,,,,,,,,,,,,,,,475,3,0,0,0,0,0,0,0,0,54,1
4,1,1,1,0,0,0,1,1.68,26,1,2,26,4,2,6,2,1,5,1,4,,,,,,,,,,,,,,,476,1,0,1,0,1,0,0,3.09,26,54,2
4,2,0,0,1,0,1,0,0.36,57,1,2,26,4,2,6,2,1,5,1,4,,,,,,,,,,,,,,,476,2,1,0,1,0,1,0,0.36,48,54,2
4,3,0,0,0,0,0,0,0,0,1,2,26,4,2,6,2,1,5,1,4,,,,,,,,,,,,,,,476,3,0,0,0,0,0,0,0,0,54,2
